year,areakm,municipality,geocode_ibge,state
2002,131.84934027715036,Nova Colinas,2107258,Maranhão
2003,154.0849749303235,Nova Colinas,2107258,Maranhão
2004,176.32060958349666,Nova Colinas,2107258,Maranhão
2005,195.01233228837853,Nova Colinas,2107258,Maranhão
2006,213.7040549932604,Nova Colinas,2107258,Maranhão
2007,222.04259988078147,Nova Colinas,2107258,Maranhão
2008,230.38114476830253,Nova Colinas,2107258,Maranhão
2009,235.02478221518408,Nova Colinas,2107258,Maranhão
2010,239.66841966206562,Nova Colinas,2107258,Maranhão
2011,248.15867410230246,Nova Colinas,2107258,Maranhão
2012,256.6489285425393,Nova Colinas,2107258,Maranhão
2013,269.30585690226195,Nova Colinas,2107258,Maranhão
2014,275.92987162643897,Nova Colinas,2107258,Maranhão
2015,278.93192963423087,Nova Colinas,2107258,Maranhão
2016,282.6266242388241,Nova Colinas,2107258,Maranhão
2017,289.3769025826359,Nova Colinas,2107258,Maranhão
2018,292.5395958043233,Nova Colinas,2107258,Maranhão
2019,295.3503764430295,Nova Colinas,2107258,Maranhão
2020,299.11411340148027,Nova Colinas,2107258,Maranhão
2021,306.8695826823052,Nova Colinas,2107258,Maranhão
2022,316.34822509717566,Nova Colinas,2107258,Maranhão
2000,24.824358162493056,Nova Iorque,2107308,Maranhão
2001,27.90538497953602,Nova Iorque,2107308,Maranhão
2002,30.986411796578984,Nova Iorque,2107308,Maranhão
2003,33.229498972942814,Nova Iorque,2107308,Maranhão
2004,35.47258614930664,Nova Iorque,2107308,Maranhão
2005,39.73344852998678,Nova Iorque,2107308,Maranhão
2006,43.99431091066692,Nova Iorque,2107308,Maranhão
2007,48.09215763148374,Nova Iorque,2107308,Maranhão
2008,52.190004352300555,Nova Iorque,2107308,Maranhão
2009,55.21793943060292,Nova Iorque,2107308,Maranhão
2010,58.24587450890528,Nova Iorque,2107308,Maranhão
2011,58.28503937775299,Nova Iorque,2107308,Maranhão
2012,58.324204246600694,Nova Iorque,2107308,Maranhão
2013,61.295272556734446,Nova Iorque,2107308,Maranhão
2014,67.78131427480903,Nova Iorque,2107308,Maranhão
2015,70.23722694241344,Nova Iorque,2107308,Maranhão
2016,71.37529955022751,Nova Iorque,2107308,Maranhão
2017,73.9744986733955,Nova Iorque,2107308,Maranhão
2018,78.80704433932999,Nova Iorque,2107308,Maranhão
2019,80.6089988572591,Nova Iorque,2107308,Maranhão
2020,107.97463407996173,Nova Iorque,2107308,Maranhão
2021,112.53838922901319,Nova Iorque,2107308,Maranhão
2022,117.63924823174493,Nova Iorque,2107308,Maranhão
2000,82.32572132064261,Paraibano,2107704,Maranhão
2001,94.42721257352596,Paraibano,2107704,Maranhão
2002,106.52870382640931,Paraibano,2107704,Maranhão
2003,111.08950169069477,Paraibano,2107704,Maranhão
2004,115.65029955498024,Paraibano,2107704,Maranhão
2005,128.11423909007596,Paraibano,2107704,Maranhão
2006,140.5781786251717,Paraibano,2107704,Maranhão
2007,153.3463958460356,Paraibano,2107704,Maranhão
2008,166.1146130668995,Paraibano,2107704,Maranhão
2009,174.3692512858971,Paraibano,2107704,Maranhão
2010,182.6238895048947,Paraibano,2107704,Maranhão
2011,186.78684630809065,Paraibano,2107704,Maranhão
2012,190.9498031112866,Paraibano,2107704,Maranhão
2013,196.7706906803336,Paraibano,2107704,Maranhão
2014,212.96625093100752,Paraibano,2107704,Maranhão
2015,218.52516380309333,Paraibano,2107704,Maranhão
2016,223.72119196436003,Paraibano,2107704,Maranhão
2017,226.6790059993874,Paraibano,2107704,Maranhão
2018,231.82306175096784,Paraibano,2107704,Maranhão
2019,234.55715362523082,Paraibano,2107704,Maranhão
2020,242.01139778184344,Paraibano,2107704,Maranhão
2021,246.1147917712468,Paraibano,2107704,Maranhão
2022,251.18230650038737,Paraibano,2107704,Maranhão
2000,529.1454589031488,Parnarama,2107803,Maranhão
2001,616.7724934737705,Parnarama,2107803,Maranhão
2002,704.3995280443922,Parnarama,2107803,Maranhão
2003,787.3080274657456,Parnarama,2107803,Maranhão
2004,870.2165268870989,Parnarama,2107803,Maranhão
2005,957.0444964995922,Parnarama,2107803,Maranhão
2006,1043.8724661120857,Parnarama,2107803,Maranhão
2007,1122.7273986536761,Parnarama,2107803,Maranhão
2008,1201.5823311952665,Parnarama,2107803,Maranhão
2009,1248.179294079811,Parnarama,2107803,Maranhão
2010,1294.7762569643553,Parnarama,2107803,Maranhão
2011,1325.642872290516,Parnarama,2107803,Maranhão
2012,1356.5094876166766,Parnarama,2107803,Maranhão
2013,1400.8316386632498,Parnarama,2107803,Maranhão
2014,1438.0906395569452,Parnarama,2107803,Maranhão
2015,1463.224648850515,Parnarama,2107803,Maranhão
2016,1496.8615201129392,Parnarama,2107803,Maranhão
2017,1525.6430796055022,Parnarama,2107803,Maranhão
2018,1550.4302251045306,Parnarama,2107803,Maranhão
2019,1566.7199989389644,Parnarama,2107803,Maranhão
2020,1632.0500701413314,Parnarama,2107803,Maranhão
2021,1685.4059964468697,Parnarama,2107803,Maranhão
2022,1752.3536235365423,Parnarama,2107803,Maranhão
2000,112.83764733343872,Passagem Franca,2107902,Maranhão
2001,137.0046370258583,Passagem Franca,2107902,Maranhão
2002,161.17162671827788,Passagem Franca,2107902,Maranhão
2003,174.7946217860483,Passagem Franca,2107902,Maranhão
2004,188.41761685381874,Passagem Franca,2107902,Maranhão
2005,216.23064192333493,Passagem Franca,2107902,Maranhão
2006,244.04366699285112,Passagem Franca,2107902,Maranhão
2007,272.79395297087547,Passagem Franca,2107902,Maranhão
2008,301.5442389488998,Passagem Franca,2107902,Maranhão
2009,322.61133137135613,Passagem Franca,2107902,Maranhão
2010,343.67842379381244,Passagem Franca,2107902,Maranhão
2011,353.0272956963043,Passagem Franca,2107902,Maranhão
2012,362.37616759879614,Passagem Franca,2107902,Maranhão
2013,387.0491767876027,Passagem Franca,2107902,Maranhão
2014,405.3705078830123,Passagem Franca,2107902,Maranhão
2015,424.9035782308895,Passagem Franca,2107902,Maranhão
2016,440.47682745433434,Passagem Franca,2107902,Maranhão
2017,458.49814519893306,Passagem Franca,2107902,Maranhão
2018,470.06086560368533,Passagem Franca,2107902,Maranhão
2019,483.02394999312406,Passagem Franca,2107902,Maranhão
2020,502.2926528740323,Passagem Franca,2107902,Maranhão
2021,526.4728527257913,Passagem Franca,2107902,Maranhão
2022,555.0009328987067,Passagem Franca,2107902,Maranhão
2000,130.66357700256856,Pastos Bons,2108009,Maranhão
2001,145.9566149233437,Pastos Bons,2108009,Maranhão
2002,161.24965284411883,Pastos Bons,2108009,Maranhão
2003,189.95074045494385,Pastos Bons,2108009,Maranhão
2004,218.65182806576888,Pastos Bons,2108009,Maranhão
2005,233.01901813463,Pastos Bons,2108009,Maranhão
2006,247.3862082034911,Pastos Bons,2108009,Maranhão
2007,266.04549819241333,Pastos Bons,2108009,Maranhão
2008,284.7047881813356,Pastos Bons,2108009,Maranhão
2009,297.418493663851,Pastos Bons,2108009,Maranhão
2010,310.1321991463664,Pastos Bons,2108009,Maranhão
2011,313.5831430833085,Pastos Bons,2108009,Maranhão
2012,317.03408702025064,Pastos Bons,2108009,Maranhão
2013,335.3721914705247,Pastos Bons,2108009,Maranhão
2014,373.851723014322,Pastos Bons,2108009,Maranhão
2015,389.2375169638526,Pastos Bons,2108009,Maranhão
2016,394.71011959927904,Pastos Bons,2108009,Maranhão
2017,408.3822861566052,Pastos Bons,2108009,Maranhão
2018,417.7152958137092,Pastos Bons,2108009,Maranhão
2019,441.0649169503194,Pastos Bons,2108009,Maranhão
2020,496.84606360156613,Pastos Bons,2108009,Maranhão
2021,505.8780708656123,Pastos Bons,2108009,Maranhão
2022,528.7738918198941,Pastos Bons,2108009,Maranhão
2000,27.94911454352494,Paulino Neves,2108058,Maranhão
2001,34.000719323214994,Paulino Neves,2108058,Maranhão
2002,40.052324102905054,Paulino Neves,2108058,Maranhão
2003,48.06278682535897,Paulino Neves,2108058,Maranhão
2004,56.073249547812885,Paulino Neves,2108058,Maranhão
2005,62.54123743367365,Paulino Neves,2108058,Maranhão
2006,69.00922531953442,Paulino Neves,2108058,Maranhão
2007,77.74502858421238,Paulino Neves,2108058,Maranhão
2008,86.48083184889033,Paulino Neves,2108058,Maranhão
2009,91.46557958421612,Paulino Neves,2108058,Maranhão
2010,96.4503273195419,Paulino Neves,2108058,Maranhão
2011,100.59241883981076,Paulino Neves,2108058,Maranhão
2012,104.73451036007963,Paulino Neves,2108058,Maranhão
2013,107.51509189769901,Paulino Neves,2108058,Maranhão
2014,112.81391239120012,Paulino Neves,2108058,Maranhão
2015,114.52680831004166,Paulino Neves,2108058,Maranhão
2016,119.09761251727006,Paulino Neves,2108058,Maranhão
2017,123.08022972041651,Paulino Neves,2108058,Maranhão
2018,128.3057620585985,Paulino Neves,2108058,Maranhão
2019,134.6605523903295,Paulino Neves,2108058,Maranhão
2020,138.65085101191337,Paulino Neves,2108058,Maranhão
2021,141.33505055355033,Paulino Neves,2108058,Maranhão
2022,143.6697755742995,Paulino Neves,2108058,Maranhão
2000,401.80082382644326,Paulo Ramos,2108108,Maranhão
2001,402.62247633023054,Paulo Ramos,2108108,Maranhão
2002,403.4441288340178,Paulo Ramos,2108108,Maranhão
2003,403.50085802984387,Paulo Ramos,2108108,Maranhão
2004,403.5575872256699,Paulo Ramos,2108108,Maranhão
2005,403.5575872256699,Paulo Ramos,2108108,Maranhão
2006,403.5575872256699,Paulo Ramos,2108108,Maranhão
2007,403.9013043191974,Paulo Ramos,2108108,Maranhão
2008,404.24502141272484,Paulo Ramos,2108108,Maranhão
2009,404.46592412418755,Paulo Ramos,2108108,Maranhão
2010,404.68682683565027,Paulo Ramos,2108108,Maranhão
2011,404.7492286560603,Paulo Ramos,2108108,Maranhão
2012,404.8116304764704,Paulo Ramos,2108108,Maranhão
2013,404.9433701087097,Paulo Ramos,2108108,Maranhão
2014,404.9433701087097,Paulo Ramos,2108108,Maranhão
2015,404.9433701087097,Paulo Ramos,2108108,Maranhão
2016,405.0150850425219,Paulo Ramos,2108108,Maranhão
2017,405.07773174957936,Paulo Ramos,2108108,Maranhão
2018,405.07773174957936,Paulo Ramos,2108108,Maranhão
2019,405.07773174957936,Paulo Ramos,2108108,Maranhão
2020,405.17948143494704,Paulo Ramos,2108108,Maranhão
2021,405.29419306016524,Paulo Ramos,2108108,Maranhão
2022,405.393180519334,Paulo Ramos,2108108,Maranhão
2000,244.6522969641196,Pedreiras,2108207,Maranhão
2001,245.08195433156803,Pedreiras,2108207,Maranhão
2002,245.51161169901644,Pedreiras,2108207,Maranhão
2003,247.6616282531219,Pedreiras,2108207,Maranhão
2004,249.81164480722737,Pedreiras,2108207,Maranhão
2005,250.3772093387136,Pedreiras,2108207,Maranhão
2006,250.94277387019986,Pedreiras,2108207,Maranhão
2007,251.21954658195756,Pedreiras,2108207,Maranhão
2008,251.49631929371526,Pedreiras,2108207,Maranhão
2009,251.64395780995466,Pedreiras,2108207,Maranhão
2010,251.79159632619405,Pedreiras,2108207,Maranhão
2011,251.89364352651825,Pedreiras,2108207,Maranhão
2012,251.99569072684244,Pedreiras,2108207,Maranhão
2013,251.99569072684244,Pedreiras,2108207,Maranhão
2014,251.99569072684244,Pedreiras,2108207,Maranhão
2015,251.99569072684244,Pedreiras,2108207,Maranhão
2016,251.99569072684244,Pedreiras,2108207,Maranhão
2017,251.99569072684244,Pedreiras,2108207,Maranhão
2018,252.00677730366982,Pedreiras,2108207,Maranhão
2019,252.06677673302386,Pedreiras,2108207,Maranhão
2020,252.0901303676323,Pedreiras,2108207,Maranhão
2021,252.16490538902318,Pedreiras,2108207,Maranhão
2022,252.33921183742112,Pedreiras,2108207,Maranhão
2000,577.8525797558995,Peritoró,2108454,Maranhão
2001,582.018199428207,Peritoró,2108454,Maranhão
2002,586.1838191005146,Peritoró,2108454,Maranhão
2003,607.6063146204496,Peritoró,2108454,Maranhão
2004,629.0288101403845,Peritoró,2108454,Maranhão
2005,637.4291441500644,Peritoró,2108454,Maranhão
2006,645.8294781597443,Peritoró,2108454,Maranhão
2007,656.7172627446245,Peritoró,2108454,Maranhão
2008,667.6050473295046,Peritoró,2108454,Maranhão
2009,672.1774744471812,Peritoró,2108454,Maranhão
2010,676.7499015648579,Peritoró,2108454,Maranhão
2011,679.7472564621633,Peritoró,2108454,Maranhão
2012,682.7446113594686,Peritoró,2108454,Maranhão
2013,682.7446113594686,Peritoró,2108454,Maranhão
2014,682.7887998912992,Peritoró,2108454,Maranhão
2015,684.0415021526364,Peritoró,2108454,Maranhão
2016,685.0361368456921,Peritoró,2108454,Maranhão
2017,685.2930458004746,Peritoró,2108454,Maranhão
2018,687.018412372758,Peritoró,2108454,Maranhão
2019,687.9421114704409,Peritoró,2108454,Maranhão
2020,689.9072430802436,Peritoró,2108454,Maranhão
2021,699.6642886714718,Peritoró,2108454,Maranhão
2022,705.5570131880928,Peritoró,2108454,Maranhão
2000,256.9394890598339,Pirapemas,2108801,Maranhão
2001,266.41155823656624,Pirapemas,2108801,Maranhão
2002,275.8836274132986,Pirapemas,2108801,Maranhão
2003,297.73323595159945,Pirapemas,2108801,Maranhão
2004,319.5828444899003,Pirapemas,2108801,Maranhão
2005,325.20607821952444,Pirapemas,2108801,Maranhão
2006,330.8293119491486,Pirapemas,2108801,Maranhão
2007,341.8705971910584,Pirapemas,2108801,Maranhão
2008,352.9118824329682,Pirapemas,2108801,Maranhão
2009,360.0682122135298,Pirapemas,2108801,Maranhão
2010,367.22454199409145,Pirapemas,2108801,Maranhão
2011,371.537444165261,Pirapemas,2108801,Maranhão
2012,375.8503463364305,Pirapemas,2108801,Maranhão
2013,378.35386623456355,Pirapemas,2108801,Maranhão
2014,382.3354464233664,Pirapemas,2108801,Maranhão
2015,387.19979066312607,Pirapemas,2108801,Maranhão
2016,387.94842475006175,Pirapemas,2108801,Maranhão
2017,391.3880979005718,Pirapemas,2108801,Maranhão
2018,398.6761796291979,Pirapemas,2108801,Maranhão
2019,404.05457325699354,Pirapemas,2108801,Maranhão
2020,409.58360200709643,Pirapemas,2108801,Maranhão
2021,415.2177864519205,Pirapemas,2108801,Maranhão
2022,420.63576581437167,Pirapemas,2108801,Maranhão
2000,730.1194888599009,Porto Franco,2109007,Maranhão
2001,743.153529507365,Porto Franco,2109007,Maranhão
2002,756.187570154829,Porto Franco,2109007,Maranhão
2003,767.2695202336569,Porto Franco,2109007,Maranhão
2004,778.3514703124847,Porto Franco,2109007,Maranhão
2005,800.5480058479668,Porto Franco,2109007,Maranhão
2006,822.7445413834489,Porto Franco,2109007,Maranhão
2007,841.8808737429152,Porto Franco,2109007,Maranhão
2008,861.0172061023816,Porto Franco,2109007,Maranhão
2009,870.5194765223346,Porto Franco,2109007,Maranhão
2010,880.0217469422876,Porto Franco,2109007,Maranhão
2011,888.2552312191941,Porto Franco,2109007,Maranhão
2012,896.4887154961007,Porto Franco,2109007,Maranhão
2013,909.822807682727,Porto Franco,2109007,Maranhão
2014,918.2457864986618,Porto Franco,2109007,Maranhão
2015,935.9640504259685,Porto Franco,2109007,Maranhão
2016,951.958073531384,Porto Franco,2109007,Maranhão
2017,960.8809846456086,Porto Franco,2109007,Maranhão
2018,967.351219037709,Porto Franco,2109007,Maranhão
2019,978.7812217237914,Porto Franco,2109007,Maranhão
2020,989.0842384504901,Porto Franco,2109007,Maranhão
2021,1007.931705893012,Porto Franco,2109007,Maranhão
2022,1029.8864325171735,Porto Franco,2109007,Maranhão
2000,958.0183853169555,Poção de Pedras,2108900,Maranhão
2001,958.0712035064755,Poção de Pedras,2108900,Maranhão
2002,958.1240216959956,Poção de Pedras,2108900,Maranhão
2003,958.3172664766842,Poção de Pedras,2108900,Maranhão
2004,958.5105112573727,Poção de Pedras,2108900,Maranhão
2005,958.6299754873212,Poção de Pedras,2108900,Maranhão
2006,958.7494397172696,Poção de Pedras,2108900,Maranhão
2007,959.790504939722,Poção de Pedras,2108900,Maranhão
2008,960.8315701621744,Poção de Pedras,2108900,Maranhão
2009,960.8568696075412,Poção de Pedras,2108900,Maranhão
2010,960.8821690529079,Poção de Pedras,2108900,Maranhão
2011,960.8878888416791,Poção de Pedras,2108900,Maranhão
2012,960.8936086304503,Poção de Pedras,2108900,Maranhão
2013,960.8936086304503,Poção de Pedras,2108900,Maranhão
2014,960.8936086304503,Poção de Pedras,2108900,Maranhão
2015,960.8936086304503,Poção de Pedras,2108900,Maranhão
2016,960.8936086304503,Poção de Pedras,2108900,Maranhão
2017,960.8936086304503,Poção de Pedras,2108900,Maranhão
2018,960.8950184764809,Poção de Pedras,2108900,Maranhão
2019,960.8950184764809,Poção de Pedras,2108900,Maranhão
2020,960.8950184764809,Poção de Pedras,2108900,Maranhão
2021,960.9094210426088,Poção de Pedras,2108900,Maranhão
2022,960.9094210426088,Poção de Pedras,2108900,Maranhão
2000,657.4332969010896,Presidente Dutra,2109106,Maranhão
2001,660.6910387086092,Presidente Dutra,2109106,Maranhão
2002,663.9487805161287,Presidente Dutra,2109106,Maranhão
2003,680.5423423398857,Presidente Dutra,2109106,Maranhão
2004,697.1359041636427,Presidente Dutra,2109106,Maranhão
2005,706.506008461529,Presidente Dutra,2109106,Maranhão
2006,715.8761127594152,Presidente Dutra,2109106,Maranhão
2007,723.5028384005342,Presidente Dutra,2109106,Maranhão
2008,731.1295640416532,Presidente Dutra,2109106,Maranhão
2009,733.1898177528444,Presidente Dutra,2109106,Maranhão
2010,735.2500714640356,Presidente Dutra,2109106,Maranhão
2011,737.4789534201605,Presidente Dutra,2109106,Maranhão
2012,739.7078353762853,Presidente Dutra,2109106,Maranhão
2013,741.7543748561916,Presidente Dutra,2109106,Maranhão
2014,742.912703912723,Presidente Dutra,2109106,Maranhão
2015,745.1096723949553,Presidente Dutra,2109106,Maranhão
2016,746.8627757186482,Presidente Dutra,2109106,Maranhão
2017,747.734710856059,Presidente Dutra,2109106,Maranhão
2018,748.4914427879631,Presidente Dutra,2109106,Maranhão
2019,750.5263492336297,Presidente Dutra,2109106,Maranhão
2020,752.492286176338,Presidente Dutra,2109106,Maranhão
2021,755.5569955656226,Presidente Dutra,2109106,Maranhão
2022,756.7454720479152,Presidente Dutra,2109106,Maranhão
2000,0.689330420957481,Presidente Juscelino,2109205,Maranhão
2001,0.8640657917749528,Presidente Juscelino,2109205,Maranhão
2002,1.0388011625924247,Presidente Juscelino,2109205,Maranhão
2003,1.251820609866364,Presidente Juscelino,2109205,Maranhão
2004,1.4648400571403033,Presidente Juscelino,2109205,Maranhão
2005,1.5021393515153378,Presidente Juscelino,2109205,Maranhão
2006,1.5394386458903724,Presidente Juscelino,2109205,Maranhão
2007,1.576159299840907,Presidente Juscelino,2109205,Maranhão
2008,1.6128799537914418,Presidente Juscelino,2109205,Maranhão
2009,1.640290939697903,Presidente Juscelino,2109205,Maranhão
2010,1.6677019256043644,Presidente Juscelino,2109205,Maranhão
2011,1.6677019256043644,Presidente Juscelino,2109205,Maranhão
2012,1.6677019256043644,Presidente Juscelino,2109205,Maranhão
2013,1.6812304450908802,Presidente Juscelino,2109205,Maranhão
2014,1.6812304450908802,Presidente Juscelino,2109205,Maranhão
2015,1.6812304450908802,Presidente Juscelino,2109205,Maranhão
2016,1.6929914396876344,Presidente Juscelino,2109205,Maranhão
2017,1.6929914396876344,Presidente Juscelino,2109205,Maranhão
2018,1.7287126801481343,Presidente Juscelino,2109205,Maranhão
2019,1.7287126801481343,Presidente Juscelino,2109205,Maranhão
2020,1.7287126801481343,Presidente Juscelino,2109205,Maranhão
2021,1.7287126801481343,Presidente Juscelino,2109205,Maranhão
2022,1.7287126801481343,Presidente Juscelino,2109205,Maranhão
2000,14.160793653295118,Presidente Vargas,2109304,Maranhão
2001,24.254995034729937,Presidente Vargas,2109304,Maranhão
2002,34.34919641616476,Presidente Vargas,2109304,Maranhão
2003,38.68012891147082,Presidente Vargas,2109304,Maranhão
2004,43.011061406776875,Presidente Vargas,2109304,Maranhão
2005,48.32609287671798,Presidente Vargas,2109304,Maranhão
2006,53.64112434665908,Presidente Vargas,2109304,Maranhão
2007,64.90445215268511,Presidente Vargas,2109304,Maranhão
2008,76.16777995871114,Presidente Vargas,2109304,Maranhão
2009,79.50719479219947,Presidente Vargas,2109304,Maranhão
2010,82.8466096256878,Presidente Vargas,2109304,Maranhão
2011,83.8413295911806,Presidente Vargas,2109304,Maranhão
2012,84.83604955667339,Presidente Vargas,2109304,Maranhão
2013,85.55853531296631,Presidente Vargas,2109304,Maranhão
2014,87.75508057246995,Presidente Vargas,2109304,Maranhão
2015,88.15759656580502,Presidente Vargas,2109304,Maranhão
2016,88.71691533052932,Presidente Vargas,2109304,Maranhão
2017,90.31310202093086,Presidente Vargas,2109304,Maranhão
2018,93.37410032019945,Presidente Vargas,2109304,Maranhão
2019,94.49508125158545,Presidente Vargas,2109304,Maranhão
2020,96.75431660139282,Presidente Vargas,2109304,Maranhão
2021,97.62972216982057,Presidente Vargas,2109304,Maranhão
2022,99.86360272762005,Presidente Vargas,2109304,Maranhão
2000,16.013601133085857,Primeira Cruz,2109403,Maranhão
2001,17.071841235966406,Primeira Cruz,2109403,Maranhão
2002,18.130081338846956,Primeira Cruz,2109403,Maranhão
2003,21.10495862833271,Primeira Cruz,2109403,Maranhão
2004,24.079835917818464,Primeira Cruz,2109403,Maranhão
2005,29.535792164351506,Primeira Cruz,2109403,Maranhão
2006,34.99174841088455,Primeira Cruz,2109403,Maranhão
2007,37.6513281241194,Primeira Cruz,2109403,Maranhão
2008,40.31090783735426,Primeira Cruz,2109403,Maranhão
2009,44.30659101184604,Primeira Cruz,2109403,Maranhão
2010,48.30227418633782,Primeira Cruz,2109403,Maranhão
2011,51.23754611732581,Primeira Cruz,2109403,Maranhão
2012,54.17281804831381,Primeira Cruz,2109403,Maranhão
2013,54.25114800756174,Primeira Cruz,2109403,Maranhão
2014,58.95389311496818,Primeira Cruz,2109403,Maranhão
2015,59.83186754757054,Primeira Cruz,2109403,Maranhão
2016,60.617173312608394,Primeira Cruz,2109403,Maranhão
2017,62.97389406418056,Primeira Cruz,2109403,Maranhão
2018,68.12814868850325,Primeira Cruz,2109403,Maranhão
2019,70.06449708582096,Primeira Cruz,2109403,Maranhão
2020,71.88080599769665,Primeira Cruz,2109403,Maranhão
2021,73.26928659750548,Primeira Cruz,2109403,Maranhão
2022,77.22276566962084,Primeira Cruz,2109403,Maranhão
2000,625.4181936851251,Riachão,2109502,Maranhão
2001,719.5919335623772,Riachão,2109502,Maranhão
2002,813.7656734396294,Riachão,2109502,Maranhão
2003,929.658700200967,Riachão,2109502,Maranhão
2004,1045.5517269623047,Riachão,2109502,Maranhão
2005,1098.88108299386,Riachão,2109502,Maranhão
2006,1152.2104390254153,Riachão,2109502,Maranhão
2007,1209.0620878581633,Riachão,2109502,Maranhão
2008,1265.9137366909113,Riachão,2109502,Maranhão
2009,1304.0375601394385,Riachão,2109502,Maranhão
2010,1342.1613835879657,Riachão,2109502,Maranhão
2011,1374.8958145936613,Riachão,2109502,Maranhão
2012,1407.6302455993568,Riachão,2109502,Maranhão
2013,1461.4305291296027,Riachão,2109502,Maranhão
2014,1511.5736635429298,Riachão,2109502,Maranhão
2015,1562.236858194925,Riachão,2109502,Maranhão
2016,1623.7983609741236,Riachão,2109502,Maranhão
2017,1699.8347196427071,Riachão,2109502,Maranhão
2018,1755.8022889178626,Riachão,2109502,Maranhão
2019,1820.0988935098628,Riachão,2109502,Maranhão
2020,1890.583719687208,Riachão,2109502,Maranhão
2021,1965.8663806591453,Riachão,2109502,Maranhão
2022,2066.7412350733703,Riachão,2109502,Maranhão
2000,453.62825651275415,Ribamar Fiquene,2109551,Maranhão
2001,457.7492591914747,Ribamar Fiquene,2109551,Maranhão
2002,461.8702618701953,Ribamar Fiquene,2109551,Maranhão
2003,466.5352542422409,Ribamar Fiquene,2109551,Maranhão
2004,471.2002466142865,Ribamar Fiquene,2109551,Maranhão
2005,481.6789911872431,Ribamar Fiquene,2109551,Maranhão
2006,492.1577357601997,Ribamar Fiquene,2109551,Maranhão
2007,505.4225507661581,Ribamar Fiquene,2109551,Maranhão
2008,518.6873657721164,Ribamar Fiquene,2109551,Maranhão
2009,522.8140133338259,Ribamar Fiquene,2109551,Maranhão
2010,526.9406608955353,Ribamar Fiquene,2109551,Maranhão
2011,532.4645105596485,Ribamar Fiquene,2109551,Maranhão
2012,537.9883602237617,Ribamar Fiquene,2109551,Maranhão
2013,547.7145414929961,Ribamar Fiquene,2109551,Maranhão
2014,552.0775552100276,Ribamar Fiquene,2109551,Maranhão
2015,567.0767066471911,Ribamar Fiquene,2109551,Maranhão
2016,578.0944446190375,Ribamar Fiquene,2109551,Maranhão
2017,580.9860677597127,Ribamar Fiquene,2109551,Maranhão
2018,584.0224015273285,Ribamar Fiquene,2109551,Maranhão
2019,589.737721019754,Ribamar Fiquene,2109551,Maranhão
2020,594.5082419573375,Ribamar Fiquene,2109551,Maranhão
2021,601.7186951196318,Ribamar Fiquene,2109551,Maranhão
2022,607.9830144017857,Ribamar Fiquene,2109551,Maranhão
2000,288.4298273160325,Sambaíba,2109700,Maranhão
2001,330.41022201669506,Sambaíba,2109700,Maranhão
2002,372.3906167173576,Sambaíba,2109700,Maranhão
2003,412.6996633016245,Sambaíba,2109700,Maranhão
2004,453.00870988589145,Sambaíba,2109700,Maranhão
2005,477.9557977170675,Sambaíba,2109700,Maranhão
2006,502.9028855482436,Sambaíba,2109700,Maranhão
2007,516.3825301812471,Sambaíba,2109700,Maranhão
2008,529.8621748142507,Sambaíba,2109700,Maranhão
2009,544.2087515079692,Sambaíba,2109700,Maranhão
2010,558.5553282016876,Sambaíba,2109700,Maranhão
2011,568.3211530293739,Sambaíba,2109700,Maranhão
2012,578.0869778570602,Sambaíba,2109700,Maranhão
2013,601.6366164363031,Sambaíba,2109700,Maranhão
2014,641.3708201814549,Sambaíba,2109700,Maranhão
2015,655.1014567921126,Sambaíba,2109700,Maranhão
2016,673.6577826101657,Sambaíba,2109700,Maranhão
2017,707.2963028960846,Sambaíba,2109700,Maranhão
2018,723.5585405754641,Sambaíba,2109700,Maranhão
2019,744.3708190455296,Sambaíba,2109700,Maranhão
2020,766.2335374566513,Sambaíba,2109700,Maranhão
2021,792.5030970011576,Sambaíba,2109700,Maranhão
2022,817.9824608104999,Sambaíba,2109700,Maranhão
2000,149.6033805694359,Santa Filomena do Maranhão,2109759,Maranhão
2001,165.84230566565043,Santa Filomena do Maranhão,2109759,Maranhão
2002,182.08123076186496,Santa Filomena do Maranhão,2109759,Maranhão
2003,198.2411464163179,Santa Filomena do Maranhão,2109759,Maranhão
2004,214.40106207077082,Santa Filomena do Maranhão,2109759,Maranhão
2005,232.17301610995844,Santa Filomena do Maranhão,2109759,Maranhão
2006,249.94497014914606,Santa Filomena do Maranhão,2109759,Maranhão
2007,264.06550827209105,Santa Filomena do Maranhão,2109759,Maranhão
2008,278.18604639503604,Santa Filomena do Maranhão,2109759,Maranhão
2009,287.43097814660655,Santa Filomena do Maranhão,2109759,Maranhão
2010,296.67590989817705,Santa Filomena do Maranhão,2109759,Maranhão
2011,303.4865107230112,Santa Filomena do Maranhão,2109759,Maranhão
2012,310.2971115478453,Santa Filomena do Maranhão,2109759,Maranhão
2013,322.9052468005355,Santa Filomena do Maranhão,2109759,Maranhão
2014,331.3749426772649,Santa Filomena do Maranhão,2109759,Maranhão
2015,344.44000266895677,Santa Filomena do Maranhão,2109759,Maranhão
2016,350.6448545707318,Santa Filomena do Maranhão,2109759,Maranhão
2017,357.98514783078764,Santa Filomena do Maranhão,2109759,Maranhão
2018,365.71475534544123,Santa Filomena do Maranhão,2109759,Maranhão
2019,373.8050463549202,Santa Filomena do Maranhão,2109759,Maranhão
2020,378.1441617476214,Santa Filomena do Maranhão,2109759,Maranhão
