year,areakm,municipality,geocode_ibge,state
2000,16.17276240205077,Angical,2901403,Bahia
2001,17.370923106924845,Angical,2901403,Bahia
2002,18.569083811798922,Angical,2901403,Bahia
2003,19.03131212874307,Angical,2901403,Bahia
2004,19.49354044568722,Angical,2901403,Bahia
2005,23.302735569491734,Angical,2901403,Bahia
2006,27.111930693296248,Angical,2901403,Bahia
2007,32.84531817515153,Angical,2901403,Bahia
2008,38.578705657006815,Angical,2901403,Bahia
2009,41.54685583775062,Angical,2901403,Bahia
2010,44.515006018494425,Angical,2901403,Bahia
2011,47.1725773978777,Angical,2901403,Bahia
2012,49.83014877726098,Angical,2901403,Bahia
2013,52.83237530341676,Angical,2901403,Bahia
2014,53.320729863795,Angical,2901403,Bahia
2015,55.06549310076976,Angical,2901403,Bahia
2016,56.001120443441195,Angical,2901403,Bahia
2017,56.93452847092572,Angical,2901403,Bahia
2018,57.92206042811224,Angical,2901403,Bahia
2019,58.247026352459244,Angical,2901403,Bahia
2020,62.158217474873226,Angical,2901403,Bahia
2021,68.49452045631381,Angical,2901403,Bahia
2022,71.61933203622198,Angical,2901403,Bahia
2000,425.66774368356664,Baianópolis,2902500,Bahia
2001,456.30693132778356,Baianópolis,2902500,Bahia
2002,486.9461189720005,Baianópolis,2902500,Bahia
2003,534.8797310643932,Baianópolis,2902500,Bahia
2004,582.813343156786,Baianópolis,2902500,Bahia
2005,626.4951596427493,Baianópolis,2902500,Bahia
2006,670.1769761287126,Baianópolis,2902500,Bahia
2007,717.868781964242,Baianópolis,2902500,Bahia
2008,765.5605877997714,Baianópolis,2902500,Bahia
2009,786.6064150189825,Baianópolis,2902500,Bahia
2010,807.6522422381936,Baianópolis,2902500,Bahia
2011,846.3806497053924,Baianópolis,2902500,Bahia
2012,885.1090571725913,Baianópolis,2902500,Bahia
2013,935.5120915049708,Baianópolis,2902500,Bahia
2014,967.5447050255285,Baianópolis,2902500,Bahia
2015,1055.5084634729271,Baianópolis,2902500,Bahia
2016,1082.6140597305312,Baianópolis,2902500,Bahia
2017,1122.542450670807,Baianópolis,2902500,Bahia
2018,1150.225505304361,Baianópolis,2902500,Bahia
2019,1162.6613023219827,Baianópolis,2902500,Bahia
2020,1182.7942635618565,Baianópolis,2902500,Bahia
2021,1255.4609705236612,Baianópolis,2902500,Bahia
2022,1307.524550675556,Baianópolis,2902500,Bahia
2000,2395.2127937028285,Barreiras,2903201,Bahia
2001,2497.786287257331,Barreiras,2903201,Bahia
2002,2600.3597808118334,Barreiras,2903201,Bahia
2003,2719.0023932634294,Barreiras,2903201,Bahia
2004,2837.645005715025,Barreiras,2903201,Bahia
2005,2944.0561912145736,Barreiras,2903201,Bahia
2006,3050.467376714122,Barreiras,2903201,Bahia
2007,3143.5460009983644,Barreiras,2903201,Bahia
2008,3236.6246252826068,Barreiras,2903201,Bahia
2009,3329.642562306366,Barreiras,2903201,Bahia
2010,3422.6604993301253,Barreiras,2903201,Bahia
2011,3592.071684310352,Barreiras,2903201,Bahia
2012,3761.4828692905785,Barreiras,2903201,Bahia
2013,3864.6403887750776,Barreiras,2903201,Bahia
2014,3902.504702843565,Barreiras,2903201,Bahia
2015,3969.422742942868,Barreiras,2903201,Bahia
2016,4026.479933271048,Barreiras,2903201,Bahia
2017,4087.5103941502725,Barreiras,2903201,Bahia
2018,4161.793595348445,Barreiras,2903201,Bahia
2019,4227.617900319718,Barreiras,2903201,Bahia
2020,4270.4017019444655,Barreiras,2903201,Bahia
2021,4330.970064722821,Barreiras,2903201,Bahia
2022,4471.3167052335475,Barreiras,2903201,Bahia
2000,3.019152885993288,Bom Jesus da Lapa,2903904,Bahia
2001,3.074312055273045,Bom Jesus da Lapa,2903904,Bahia
2002,3.1294712245528022,Bom Jesus da Lapa,2903904,Bahia
2003,3.175799497087779,Bom Jesus da Lapa,2903904,Bahia
2004,3.2221277696227557,Bom Jesus da Lapa,2903904,Bahia
2005,3.327233362185148,Bom Jesus da Lapa,2903904,Bahia
2006,3.4323389547475407,Bom Jesus da Lapa,2903904,Bahia
2007,3.4457810258909647,Bom Jesus da Lapa,2903904,Bahia
2008,3.4592230970343887,Bom Jesus da Lapa,2903904,Bahia
2009,3.4882180010328616,Bom Jesus da Lapa,2903904,Bahia
2010,3.5172129050313345,Bom Jesus da Lapa,2903904,Bahia
2011,3.5172129050313345,Bom Jesus da Lapa,2903904,Bahia
2012,3.5172129050313345,Bom Jesus da Lapa,2903904,Bahia
2013,3.5172129050313345,Bom Jesus da Lapa,2903904,Bahia
2014,3.5172129050313345,Bom Jesus da Lapa,2903904,Bahia
2015,3.5172129050313345,Bom Jesus da Lapa,2903904,Bahia
2016,3.5317201780362986,Bom Jesus da Lapa,2903904,Bahia
2017,3.5317201780362986,Bom Jesus da Lapa,2903904,Bahia
2018,3.5434940034487665,Bom Jesus da Lapa,2903904,Bahia
2019,3.5434940034487665,Bom Jesus da Lapa,2903904,Bahia
2020,3.5899496411894374,Bom Jesus da Lapa,2903904,Bahia
2021,3.5899496411894374,Bom Jesus da Lapa,2903904,Bahia
2022,3.6124929519199886,Bom Jesus da Lapa,2903904,Bahia
2000,21.500741272559516,Boquira,2904100,Bahia
2001,22.93127255394075,Boquira,2904100,Bahia
2002,24.361803835321986,Boquira,2904100,Bahia
2003,25.02658783753794,Boquira,2904100,Bahia
2004,25.69137183975389,Boquira,2904100,Bahia
2005,26.14852218358762,Boquira,2904100,Bahia
2006,26.605672527421348,Boquira,2904100,Bahia
2007,27.258897303503158,Boquira,2904100,Bahia
2008,27.912122079584968,Boquira,2904100,Bahia
2009,28.314868033075523,Boquira,2904100,Bahia
2010,28.71761398656608,Boquira,2904100,Bahia
2011,28.71761398656608,Boquira,2904100,Bahia
2012,28.71761398656608,Boquira,2904100,Bahia
2013,29.655614012421722,Boquira,2904100,Bahia
2014,29.965267238133578,Boquira,2904100,Bahia
2015,29.965267238133578,Boquira,2904100,Bahia
2016,30.03596736006338,Boquira,2904100,Bahia
2017,30.03596736006338,Boquira,2904100,Bahia
2018,30.291902468327958,Boquira,2904100,Bahia
2019,30.291902468327958,Boquira,2904100,Bahia
2020,30.484169458170317,Boquira,2904100,Bahia
2021,30.545996694781575,Boquira,2904100,Bahia
2022,30.68197147342446,Boquira,2904100,Bahia
2000,1.02536747976961,Botuporã,2904209,Bahia
2001,1.1220448805106138,Botuporã,2904209,Bahia
2002,1.2187222812516176,Botuporã,2904209,Bahia
2003,1.3141707105064588,Botuporã,2904209,Bahia
2004,1.4096191397613,Botuporã,2904209,Bahia
2005,1.5316425292026106,Botuporã,2904209,Bahia
2006,1.653665918643921,Botuporã,2904209,Bahia
2007,1.846168029762708,Botuporã,2904209,Bahia
2008,2.038670140881495,Botuporã,2904209,Bahia
2009,2.1237045220696587,Botuporã,2904209,Bahia
2010,2.208738903257822,Botuporã,2904209,Bahia
2011,2.208738903257822,Botuporã,2904209,Bahia
2012,2.208738903257822,Botuporã,2904209,Bahia
2013,2.5934734699106095,Botuporã,2904209,Bahia
2014,2.658475588478161,Botuporã,2904209,Bahia
2015,2.658475588478161,Botuporã,2904209,Bahia
2016,2.752136545439764,Botuporã,2904209,Bahia
2017,2.752136545439764,Botuporã,2904209,Bahia
2018,2.7633850534309,Botuporã,2904209,Bahia
2019,2.7633850534309,Botuporã,2904209,Bahia
2020,2.8015600390379745,Botuporã,2904209,Bahia
2021,2.8123179605027797,Botuporã,2904209,Bahia
2022,2.8718243063284032,Botuporã,2904209,Bahia
2000,16.797754897489753,Brejolândia,2904407,Bahia
2001,18.709785953606143,Brejolândia,2904407,Bahia
2002,20.621817009722534,Brejolândia,2904407,Bahia
2003,24.835718581120428,Brejolândia,2904407,Bahia
2004,29.049620152518322,Brejolândia,2904407,Bahia
2005,31.69662532281686,Brejolândia,2904407,Bahia
2006,34.3436304931154,Brejolândia,2904407,Bahia
2007,37.295415368307076,Brejolândia,2904407,Bahia
2008,40.24720024349875,Brejolândia,2904407,Bahia
2009,44.010274846276566,Brejolândia,2904407,Bahia
2010,47.77334944905438,Brejolândia,2904407,Bahia
2011,48.395814718967216,Brejolândia,2904407,Bahia
2012,49.01827998888005,Brejolândia,2904407,Bahia
2013,56.299231409733295,Brejolândia,2904407,Bahia
2014,71.75403645822061,Brejolândia,2904407,Bahia
2015,81.16274059816666,Brejolândia,2904407,Bahia
2016,81.8496388765033,Brejolândia,2904407,Bahia
2017,84.82987417954143,Brejolândia,2904407,Bahia
2018,86.0018000882911,Brejolândia,2904407,Bahia
2019,87.09436053565022,Brejolândia,2904407,Bahia
2020,88.70179154248822,Brejolândia,2904407,Bahia
2021,91.28113583302768,Brejolândia,2904407,Bahia
2022,92.43479823178029,Brejolândia,2904407,Bahia
2000,0,Caculé,2905008,Bahia
2001,0,Caculé,2905008,Bahia
2002,0,Caculé,2905008,Bahia
2003,0,Caculé,2905008,Bahia
2004,0,Caculé,2905008,Bahia
2005,0,Caculé,2905008,Bahia
2006,0,Caculé,2905008,Bahia
2007,0,Caculé,2905008,Bahia
2008,0,Caculé,2905008,Bahia
2009,0,Caculé,2905008,Bahia
2010,0,Caculé,2905008,Bahia
2011,0,Caculé,2905008,Bahia
2012,0,Caculé,2905008,Bahia
2013,0,Caculé,2905008,Bahia
2014,0,Caculé,2905008,Bahia
2015,0,Caculé,2905008,Bahia
2016,0,Caculé,2905008,Bahia
2017,0,Caculé,2905008,Bahia
2018,0,Caculé,2905008,Bahia
2019,0,Caculé,2905008,Bahia
2020,0,Caculé,2905008,Bahia
2021,0,Caculé,2905008,Bahia
2022,0,Caculé,2905008,Bahia
2000,592.5645046731095,Caetité,2905206,Bahia
2001,603.5165416600714,Caetité,2905206,Bahia
2002,614.4685786470334,Caetité,2905206,Bahia
2003,625.2607975639838,Caetité,2905206,Bahia
2004,636.0530164809343,Caetité,2905206,Bahia
2005,646.2198160872229,Caetité,2905206,Bahia
2006,656.3866156935114,Caetité,2905206,Bahia
2007,664.2957543367855,Caetité,2905206,Bahia
2008,672.2048929800596,Caetité,2905206,Bahia
2009,679.3431260887934,Caetité,2905206,Bahia
2010,686.4813591975271,Caetité,2905206,Bahia
2011,686.4813591975271,Caetité,2905206,Bahia
2012,686.4813591975271,Caetité,2905206,Bahia
2013,708.843280751835,Caetité,2905206,Bahia
2014,717.7091082251301,Caetité,2905206,Bahia
2015,717.7091082251301,Caetité,2905206,Bahia
2016,724.2870723454062,Caetité,2905206,Bahia
2017,724.2870723454062,Caetité,2905206,Bahia
2018,729.5286487852856,Caetité,2905206,Bahia
2019,729.5286487852856,Caetité,2905206,Bahia
2020,736.4704353808962,Caetité,2905206,Bahia
2021,740.1740705381524,Caetité,2905206,Bahia
2022,744.818480045209,Caetité,2905206,Bahia
2000,28.5002718568409,Canápolis,2906105,Bahia
2001,33.61869259608782,Canápolis,2906105,Bahia
2002,38.73711333533474,Canápolis,2906105,Bahia
2003,39.803318687949776,Canápolis,2906105,Bahia
2004,40.86952404056481,Canápolis,2906105,Bahia
2005,43.38138414625039,Canápolis,2906105,Bahia
2006,45.89324425193597,Canápolis,2906105,Bahia
2007,48.436592566117966,Canápolis,2906105,Bahia
2008,50.979940880299964,Canápolis,2906105,Bahia
2009,51.28150753797896,Canápolis,2906105,Bahia
2010,51.58307419565796,Canápolis,2906105,Bahia
2011,51.58307419565796,Canápolis,2906105,Bahia
2012,51.58307419565796,Canápolis,2906105,Bahia
2013,52.90567073986614,Canápolis,2906105,Bahia
2014,53.076165995135085,Canápolis,2906105,Bahia
2015,57.38774208350014,Canápolis,2906105,Bahia
2016,57.96020378616752,Canápolis,2906105,Bahia
2017,58.40123884526179,Canápolis,2906105,Bahia
2018,58.55710869263523,Canápolis,2906105,Bahia
2019,58.75921731187472,Canápolis,2906105,Bahia
2020,59.30346817458643,Canápolis,2906105,Bahia
2021,59.701052896519315,Canápolis,2906105,Bahia
2022,64.8749473535806,Canápolis,2906105,Bahia
2000,89.76165507018034,Catolândia,2907400,Bahia
2001,94.66652862926428,Catolândia,2907400,Bahia
2002,99.57140218834822,Catolândia,2907400,Bahia
2003,106.1876150552289,Catolândia,2907400,Bahia
2004,112.80382792210959,Catolândia,2907400,Bahia
2005,119.4718263667479,Catolândia,2907400,Bahia
2006,126.13982481138622,Catolândia,2907400,Bahia
2007,146.8792005963838,Catolândia,2907400,Bahia
2008,167.61857638138142,Catolândia,2907400,Bahia
2009,171.78684453770782,Catolândia,2907400,Bahia
2010,175.95511269403423,Catolândia,2907400,Bahia
2011,181.7345144298504,Catolândia,2907400,Bahia
2012,187.5139161656666,Catolândia,2907400,Bahia
2013,196.26455151815648,Catolândia,2907400,Bahia
2014,204.16689287293974,Catolândia,2907400,Bahia
2015,210.6622731104636,Catolândia,2907400,Bahia
2016,212.99605018063187,Catolândia,2907400,Bahia
2017,216.979313452322,Catolândia,2907400,Bahia
2018,219.52668760882258,Catolândia,2907400,Bahia
2019,221.24185388498708,Catolândia,2907400,Bahia
2020,224.64338151726193,Catolândia,2907400,Bahia
2021,228.38075466122717,Catolândia,2907400,Bahia
2022,238.67691108629964,Catolândia,2907400,Bahia
2000,290.5258190869014,Cocos,2908101,Bahia
2001,312.6341674057906,Cocos,2908101,Bahia
2002,334.74251572467983,Cocos,2908101,Bahia
2003,416.79898716275954,Cocos,2908101,Bahia
2004,498.85545860083926,Cocos,2908101,Bahia
2005,567.0001871499162,Cocos,2908101,Bahia
2006,635.1449156989931,Cocos,2908101,Bahia
2007,664.9663852728581,Cocos,2908101,Bahia
2008,694.7878548467231,Cocos,2908101,Bahia
2009,772.4197904390581,Cocos,2908101,Bahia
2010,850.0517260313932,Cocos,2908101,Bahia
2011,970.0625217271381,Cocos,2908101,Bahia
2012,1090.073317422883,Cocos,2908101,Bahia
2013,1158.1751460306582,Cocos,2908101,Bahia
2014,1185.375384522053,Cocos,2908101,Bahia
2015,1311.8860176520386,Cocos,2908101,Bahia
2016,1327.2445192662767,Cocos,2908101,Bahia
2017,1371.432326882267,Cocos,2908101,Bahia
2018,1438.8959189721195,Cocos,2908101,Bahia
2019,1482.5497032323751,Cocos,2908101,Bahia
2020,1491.6551406469764,Cocos,2908101,Bahia
2021,1533.728917239053,Cocos,2908101,Bahia
2022,1586.2949344092829,Cocos,2908101,Bahia
2000,2.679681991787756,Condeúba,2908705,Bahia
2001,2.7277770476080607,Condeúba,2908705,Bahia
2002,2.7758721034283655,Condeúba,2908705,Bahia
2003,2.8667789228330722,Condeúba,2908705,Bahia
2004,2.957685742237779,Condeúba,2908705,Bahia
2005,2.984761124162331,Condeúba,2908705,Bahia
2006,3.011836506086883,Condeúba,2908705,Bahia
2007,3.018889845474387,Condeúba,2908705,Bahia
2008,3.0259431848618914,Condeúba,2908705,Bahia
2009,3.04384875710896,Condeúba,2908705,Bahia
2010,3.0617543293560288,Condeúba,2908705,Bahia
2011,3.0617543293560288,Condeúba,2908705,Bahia
2012,3.0617543293560288,Condeúba,2908705,Bahia
2013,3.0617543293560288,Condeúba,2908705,Bahia
2014,3.0617543293560288,Condeúba,2908705,Bahia
2015,3.0617543293560288,Condeúba,2908705,Bahia
2016,3.0617543293560288,Condeúba,2908705,Bahia
2017,3.0617543293560288,Condeúba,2908705,Bahia
2018,3.0617543293560288,Condeúba,2908705,Bahia
2019,3.0617543293560288,Condeúba,2908705,Bahia
2020,3.0730652783544614,Condeúba,2908705,Bahia
2021,3.1124668394346813,Condeúba,2908705,Bahia
2022,3.1386210426868306,Condeúba,2908705,Bahia
2000,19.48724953052176,Cordeiros,2909000,Bahia
2001,20.549939277518135,Cordeiros,2909000,Bahia
2002,21.61262902451451,Cordeiros,2909000,Bahia
2003,22.110719698114195,Cordeiros,2909000,Bahia
2004,22.60881037171388,Cordeiros,2909000,Bahia
2005,23.173564483590596,Cordeiros,2909000,Bahia
2006,23.738318595467312,Cordeiros,2909000,Bahia
2007,24.117998451078467,Cordeiros,2909000,Bahia
2008,24.49767830668962,Cordeiros,2909000,Bahia
2009,24.514117311182993,Cordeiros,2909000,Bahia
2010,24.530556315676364,Cordeiros,2909000,Bahia
2011,24.530556315676364,Cordeiros,2909000,Bahia
2012,24.530556315676364,Cordeiros,2909000,Bahia
2013,26.166041680202632,Cordeiros,2909000,Bahia
2014,26.17731579494514,Cordeiros,2909000,Bahia
2015,26.17731579494514,Cordeiros,2909000,Bahia
2016,26.30081468852288,Cordeiros,2909000,Bahia
2017,26.30081468852288,Cordeiros,2909000,Bahia
2018,26.30081468852288,Cordeiros,2909000,Bahia
2019,26.30081468852288,Cordeiros,2909000,Bahia
2020,26.30081468852288,Cordeiros,2909000,Bahia
2021,26.30081468852288,Cordeiros,2909000,Bahia
2022,26.30081468852288,Cordeiros,2909000,Bahia
2000,37.75874163878515,Coribe,2909109,Bahia
2001,58.74521422532658,Coribe,2909109,Bahia
2002,79.731686811868,Coribe,2909109,Bahia
2003,88.19054402356647,Coribe,2909109,Bahia
2004,96.64940123526495,Coribe,2909109,Bahia
2005,102.59025975637331,Coribe,2909109,Bahia
2006,108.53111827748168,Coribe,2909109,Bahia
2007,122.32653595724558,Coribe,2909109,Bahia
2008,136.12195363700948,Coribe,2909109,Bahia
2009,148.89990578462923,Coribe,2909109,Bahia
2010,161.67785793224897,Coribe,2909109,Bahia
2011,167.5393127884715,Coribe,2909109,Bahia
2012,173.40076764469404,Coribe,2909109,Bahia
2013,187.74805729243286,Coribe,2909109,Bahia
2014,190.8462931984982,Coribe,2909109,Bahia
2015,198.40275564096643,Coribe,2909109,Bahia
2016,200.07269127681377,Coribe,2909109,Bahia
2017,202.48938699110022,Coribe,2909109,Bahia
2018,204.03340029146455,Coribe,2909109,Bahia
2019,210.16840572600498,Coribe,2909109,Bahia
2020,216.9273046476715,Coribe,2909109,Bahia
2021,224.08473573398132,Coribe,2909109,Bahia
2022,234.65380656282974,Coribe,2909109,Bahia
2000,2007.241485018029,Correntina,2909307,Bahia
2001,2170.6900276917345,Correntina,2909307,Bahia
2002,2334.13857036544,Correntina,2909307,Bahia
2003,2676.055365450581,Correntina,2909307,Bahia
2004,3017.972160535722,Correntina,2909307,Bahia
2005,3135.3026767946485,Correntina,2909307,Bahia
2006,3252.633193053575,Correntina,2909307,Bahia
2007,3465.318030979058,Correntina,2909307,Bahia
2008,3678.0028689045416,Correntina,2909307,Bahia
2009,3758.933870704611,Correntina,2909307,Bahia
2010,3839.86487250468,Correntina,2909307,Bahia
2011,3981.6536624520313,Correntina,2909307,Bahia
2012,4123.442452399382,Correntina,2909307,Bahia
2013,4202.602034976355,Correntina,2909307,Bahia
2014,4283.895854275222,Correntina,2909307,Bahia
2015,4375.140983043128,Correntina,2909307,Bahia
2016,4459.716272632519,Correntina,2909307,Bahia
2017,4557.789800625308,Correntina,2909307,Bahia
2018,4618.455571681729,Correntina,2909307,Bahia
2019,4737.5426257454665,Correntina,2909307,Bahia
2020,4777.574922073078,Correntina,2909307,Bahia
2021,4853.748299673422,Correntina,2909307,Bahia
2022,4976.549147615657,Correntina,2909307,Bahia
2000,81.483128943529,Cotegipe,2909406,Bahia
2001,90.69823554488596,Cotegipe,2909406,Bahia
2002,99.91334214624293,Cotegipe,2909406,Bahia
2003,104.98877320666236,Cotegipe,2909406,Bahia
2004,110.06420426708179,Cotegipe,2909406,Bahia
2005,113.94645189203388,Cotegipe,2909406,Bahia
2006,117.82869951698596,Cotegipe,2909406,Bahia
2007,127.93235375443363,Cotegipe,2909406,Bahia
2008,138.0360079918813,Cotegipe,2909406,Bahia
2009,149.83535572605845,Cotegipe,2909406,Bahia
2010,161.6347034602356,Cotegipe,2909406,Bahia
2011,166.7733397083321,Cotegipe,2909406,Bahia
2012,171.91197595642856,Cotegipe,2909406,Bahia
2013,182.82432444028078,Cotegipe,2909406,Bahia
2014,208.7865616711915,Cotegipe,2909406,Bahia
2015,217.45314458106841,Cotegipe,2909406,Bahia
2016,219.55286805149342,Cotegipe,2909406,Bahia
2017,238.5755233332212,Cotegipe,2909406,Bahia
2018,242.52925867622014,Cotegipe,2909406,Bahia
2019,246.3997653479971,Cotegipe,2909406,Bahia
2020,287.3417298876868,Cotegipe,2909406,Bahia
2021,302.6703601957842,Cotegipe,2909406,Bahia
2022,311.4453556231042,Cotegipe,2909406,Bahia
2000,191.97347092296204,Cristópolis,2909703,Bahia
2001,203.0330432335867,Cristópolis,2909703,Bahia
2002,214.09261554421138,Cristópolis,2909703,Bahia
2003,226.6912575608024,Cristópolis,2909703,Bahia
2004,239.2898995773934,Cristópolis,2909703,Bahia
2005,247.79115528897816,Cristópolis,2909703,Bahia
2006,256.29241100056294,Cristópolis,2909703,Bahia
2007,263.0276779185583,Cristópolis,2909703,Bahia
2008,269.7629448365537,Cristópolis,2909703,Bahia
2009,275.2352195033922,Cristópolis,2909703,Bahia
2010,280.70749417023075,Cristópolis,2909703,Bahia
2011,286.0278532422564,Cristópolis,2909703,Bahia
2012,291.3482123142821,Cristópolis,2909703,Bahia
2013,296.68874857498986,Cristópolis,2909703,Bahia
2014,308.98540184953947,Cristópolis,2909703,Bahia
2015,315.55482254863574,Cristópolis,2909703,Bahia
2016,319.18512299234703,Cristópolis,2909703,Bahia
2017,322.0371068668566,Cristópolis,2909703,Bahia
2018,324.141473511157,Cristópolis,2909703,Bahia
2019,328.1187814598176,Cristópolis,2909703,Bahia
2020,335.5850103041222,Cristópolis,2909703,Bahia
2021,344.48402630585105,Cristópolis,2909703,Bahia
2022,351.3124350724074,Cristópolis,2909703,Bahia
2000,0,Feira da Mata,2910776,Bahia
2001,0,Feira da Mata,2910776,Bahia
2002,0,Feira da Mata,2910776,Bahia
2003,0,Feira da Mata,2910776,Bahia
2004,0,Feira da Mata,2910776,Bahia
2005,0,Feira da Mata,2910776,Bahia
2006,0,Feira da Mata,2910776,Bahia
2007,0,Feira da Mata,2910776,Bahia
2008,0,Feira da Mata,2910776,Bahia
2009,0,Feira da Mata,2910776,Bahia
2010,0,Feira da Mata,2910776,Bahia
2011,0,Feira da Mata,2910776,Bahia
2012,0,Feira da Mata,2910776,Bahia
2013,0,Feira da Mata,2910776,Bahia
2014,0,Feira da Mata,2910776,Bahia
2015,0,Feira da Mata,2910776,Bahia
2016,0,Feira da Mata,2910776,Bahia
2017,0,Feira da Mata,2910776,Bahia
2018,0,Feira da Mata,2910776,Bahia
2019,0,Feira da Mata,2910776,Bahia
2020,0,Feira da Mata,2910776,Bahia
2021,0,Feira da Mata,2910776,Bahia
2022,0,Feira da Mata,2910776,Bahia
2000,2507.4644723552633,Formosa do Rio Preto,2911105,Bahia
2001,2747.2102315463126,Formosa do Rio Preto,2911105,Bahia
2002,2986.955990737362,Formosa do Rio Preto,2911105,Bahia
2003,3651.2793317825463,Formosa do Rio Preto,2911105,Bahia
2004,4315.602672827731,Formosa do Rio Preto,2911105,Bahia
2005,4589.389981376648,Formosa do Rio Preto,2911105,Bahia
2006,4863.177289925566,Formosa do Rio Preto,2911105,Bahia
2007,5135.812270882429,Formosa do Rio Preto,2911105,Bahia
2008,5408.447251839293,Formosa do Rio Preto,2911105,Bahia
2009,5601.24702528505,Formosa do Rio Preto,2911105,Bahia
2010,5794.046798730807,Formosa do Rio Preto,2911105,Bahia
2011,6076.998008259798,Formosa do Rio Preto,2911105,Bahia
2012,6359.949217788789,Formosa do Rio Preto,2911105,Bahia
2013,6513.308095113197,Formosa do Rio Preto,2911105,Bahia
2014,6693.03240386247,Formosa do Rio Preto,2911105,Bahia
2015,6839.253013846682,Formosa do Rio Preto,2911105,Bahia
2016,6919.0453715694985,Formosa do Rio Preto,2911105,Bahia
2017,6994.185321674324,Formosa do Rio Preto,2911105,Bahia
2018,7071.15866710042,Formosa do Rio Preto,2911105,Bahia
2019,7283.917554656416,Formosa do Rio Preto,2911105,Bahia
2020,7462.180266886196,Formosa do Rio Preto,2911105,Bahia
2021,7620.1773204526735,Formosa do Rio Preto,2911105,Bahia
2022,7944.454171267378,Formosa do Rio Preto,2911105,Bahia
2000,84.29296704872586,Guanambi,2911709,Bahia
2001,85.41115182695577,Guanambi,2911709,Bahia
2002,86.52933660518569,Guanambi,2911709,Bahia
2003,86.96952562647941,Guanambi,2911709,Bahia
2004,87.40971464777313,Guanambi,2911709,Bahia
2005,87.67216417354626,Guanambi,2911709,Bahia
2006,87.9346136993194,Guanambi,2911709,Bahia
2007,88.20636467098842,Guanambi,2911709,Bahia
2008,88.47811564265744,Guanambi,2911709,Bahia
2009,88.6940991133,Guanambi,2911709,Bahia
2010,88.91008258394255,Guanambi,2911709,Bahia
2011,88.91008258394255,Guanambi,2911709,Bahia
2012,88.91008258394255,Guanambi,2911709,Bahia
2013,90.04742376254508,Guanambi,2911709,Bahia
2014,90.30516098588281,Guanambi,2911709,Bahia
2015,90.30516098588281,Guanambi,2911709,Bahia
2016,90.41313536061678,Guanambi,2911709,Bahia
2017,90.41313536061678,Guanambi,2911709,Bahia
2018,90.65160736213733,Guanambi,2911709,Bahia
2019,90.65160736213733,Guanambi,2911709,Bahia
2020,90.81971250059829,Guanambi,2911709,Bahia
2021,90.87617842837685,Guanambi,2911709,Bahia
2022,90.91412021355877,Guanambi,2911709,Bahia
2000,259.03327079761686,Igaporã,2913408,Bahia
2001,262.13197922021686,Igaporã,2913408,Bahia
2002,265.23068764281686,Igaporã,2913408,Bahia
2003,268.2185721855625,Igaporã,2913408,Bahia
2004,271.2064567283081,Igaporã,2913408,Bahia
2005,273.7457388879439,Igaporã,2913408,Bahia
2006,276.2850210475797,Igaporã,2913408,Bahia
2007,278.25601440690724,Igaporã,2913408,Bahia
2008,280.2270077662348,Igaporã,2913408,Bahia
2009,281.96045679152445,Igaporã,2913408,Bahia
2010,283.6939058168141,Igaporã,2913408,Bahia
2011,283.6939058168141,Igaporã,2913408,Bahia
2012,283.6939058168141,Igaporã,2913408,Bahia
2013,288.18792144626605,Igaporã,2913408,Bahia
2014,289.6870361450321,Igaporã,2913408,Bahia
2015,289.6870361450321,Igaporã,2913408,Bahia
2016,290.4707262800167,Igaporã,2913408,Bahia
2017,290.4707262800167,Igaporã,2913408,Bahia
2018,291.35603087926415,Igaporã,2913408,Bahia
2019,291.35603087926415,Igaporã,2913408,Bahia
2020,292.7729175023601,Igaporã,2913408,Bahia
2021,293.0990837282105,Igaporã,2913408,Bahia
2022,293.59349634702505,Igaporã,2913408,Bahia
2000,1206.9412957929114,Jaborandi,2917359,Bahia
2001,1329.7524914120552,Jaborandi,2917359,Bahia
2002,1452.563687031199,Jaborandi,2917359,Bahia
2003,1666.916119070751,Jaborandi,2917359,Bahia
2004,1881.268551110303,Jaborandi,2917359,Bahia
2005,2088.729385220848,Jaborandi,2917359,Bahia
2006,2296.1902193313936,Jaborandi,2917359,Bahia
2007,2502.4659968199635,Jaborandi,2917359,Bahia
2008,2708.7417743085334,Jaborandi,2917359,Bahia
2009,2793.2499897239213,Jaborandi,2917359,Bahia
2010,2877.758205139309,Jaborandi,2917359,Bahia
2011,3011.1936227508977,Jaborandi,2917359,Bahia
2012,3144.629040362486,Jaborandi,2917359,Bahia
2013,3209.6768779002045,Jaborandi,2917359,Bahia
2014,3340.10034246174,Jaborandi,2917359,Bahia
2015,3479.9501883196576,Jaborandi,2917359,Bahia
2016,3530.141511088093,Jaborandi,2917359,Bahia
2017,3619.31105694854,Jaborandi,2917359,Bahia
2018,3701.1652939920928,Jaborandi,2917359,Bahia
2019,3763.679946155533,Jaborandi,2917359,Bahia
2020,3835.367503533619,Jaborandi,2917359,Bahia
2021,3951.2999280573254,Jaborandi,2917359,Bahia
2022,4171.4600744032405,Jaborandi,2917359,Bahia
2000,1.6002342463992212,Jacaraci,2917409,Bahia
2001,2.526362677401222,Jacaraci,2917409,Bahia
2002,3.4524911084032226,Jacaraci,2917409,Bahia
2003,3.46619401868337,Jacaraci,2917409,Bahia
