Ano;"Bloco Econômico";"Código CUCI Subgrupo";"Descrição CUCI Subgrupo";"Quilograma Líquido"
2007;"União Europeia - UE";8215;"Outros móveis, de madeira";103270385
2007;"União Europeia - UE";0112;"Carne bovina congelada";100564850
2007;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";83371420
2007;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";73048431
2007;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";59471350
2007;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";40318292
2007;"União Europeia - UE";6349;"Madeira, em forma simples";22865138
2007;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";21850899
2007;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";13582598
2007;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";11880097
2007;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";7335816
2007;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";6589658
2007;"União Europeia - UE";2462;"Serragem e resíduos de madeira e sucata, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes";6095644
2007;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";3572008
2007;"União Europeia - UE";2481;"Dormentes de madeira ou dormentes transversais";1708515
2007;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";1690780
2007;"União Europeia - UE";0712;"Café torrado";1045790
2007;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";814926
2007;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";756089
2007;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";600350
2007;"União Europeia - UE";2475;"Madeira de espécies não coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, manchas ou outros agentes de conservação das madeiras tropicais";392214
2007;"União Europeia - UE";2479;"Outras madeiras em bruto ou simplesmente esquadriada";214518
2007;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";194503
2007;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";131964
2007;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";92285
2007;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";32201
2007;"União Europeia - UE";4222;"Óleo de palma e suas frações";3493
2007;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";368
2007;"União Europeia - UE";2312;"Borracha natural (exceto látex)";9
2006;"União Europeia - UE";2222;Soja;9369967530
2006;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";866096923
2006;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";865273306
2006;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";464442663
2006;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";359205540
2006;"União Europeia - UE";0112;"Carne bovina congelada";187603411
2006;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";166173347
2006;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";145662696
2006;"União Europeia - UE";2462;"Serragem e resíduos de madeira e sucata, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes";135792449
2006;"União Europeia - UE";8215;"Outros móveis, de madeira";98318346
2006;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";68586642
2006;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";63851226
2006;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";53083413
2006;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";49897565
2006;"União Europeia - UE";6349;"Madeira, em forma simples";26133217
2006;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";21643722
2006;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";19839611
2006;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";14830546
2006;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";13160568
2006;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";6919476
2006;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";3306090
2006;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";2326497
2006;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";1991568
2006;"União Europeia - UE";2479;"Outras madeiras em bruto ou simplesmente esquadriada";1548541
2006;"União Europeia - UE";2481;"Dormentes de madeira ou dormentes transversais";1346908
2006;"União Europeia - UE";0712;"Café torrado";1152363
2006;"União Europeia - UE";4222;"Óleo de palma e suas frações";1132646
2006;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";978302
2006;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";835928
2006;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";565037
2006;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";504847
2006;"União Europeia - UE";2475;"Madeira de espécies não coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, manchas ou outros agentes de conservação das madeiras tropicais";383500
2006;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";332148
2006;"União Europeia - UE";2474;"Madeira de coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, corantes ou outros conservantes.";292800
2006;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";115161
2006;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";33999
2006;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";33
2006;"União Europeia - UE";2312;"Borracha natural (exceto látex)";15
2005;"União Europeia - UE";2222;Soja;10343034568
2005;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";788667643
2005;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";552296663
2005;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";321559225
2005;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";235063700
2005;"União Europeia - UE";0112;"Carne bovina congelada";165913193
2005;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";123508108
2005;"União Europeia - UE";8215;"Outros móveis, de madeira";118696152
2005;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";115496407
2005;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";110946040
2005;"União Europeia - UE";2462;"Serragem e resíduos de madeira e sucata, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes";76858500
2005;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";65175026
2005;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";57844546
2005;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";55376452
2005;"União Europeia - UE";6349;"Madeira, em forma simples";20219436
2005;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";19252310
2005;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";17133476
2005;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";15762796
2005;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";15412422
2005;"União Europeia - UE";2474;"Madeira de coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, corantes ou outros conservantes.";9686290
2005;"União Europeia - UE";4222;"Óleo de palma e suas frações";6177579
2005;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";4276213
2005;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";4121762
2005;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";3732607
2005;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";2204797
2005;"União Europeia - UE";0712;"Café torrado";1261792
2005;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";965717
2005;"União Europeia - UE";2475;"Madeira de espécies não coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, manchas ou outros agentes de conservação das madeiras tropicais";872950
2005;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";826324
2005;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";679315
2005;"União Europeia - UE";2479;"Outras madeiras em bruto ou simplesmente esquadriada";677680
2005;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";639260
2005;"União Europeia - UE";2481;"Dormentes de madeira ou dormentes transversais";615067
2005;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";411167
2005;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";353021
2005;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";34086
2004;"União Europeia - UE";2222;Soja;8675662962
2004;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";857949250
2004;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";606318337
2004;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";447488447
2004;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";127562649
2004;"União Europeia - UE";0112;"Carne bovina congelada";127082236
2004;"União Europeia - UE";8215;"Outros móveis, de madeira";126694169
2004;"União Europeia - UE";2462;"Serragem e resíduos de madeira e sucata, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes";121958030
2004;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";111098216
2004;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";93034970
2004;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";80943739
2004;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";75860931
2004;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";57199559
2004;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";56257939
2004;"União Europeia - UE";2474;"Madeira de coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, corantes ou outros conservantes.";44406182
2004;"União Europeia - UE";6349;"Madeira, em forma simples";24284943
2004;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";19050086
2004;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";15907321
2004;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";15130049
2004;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";14671500
2004;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";11559288
2004;"União Europeia - UE";4222;"Óleo de palma e suas frações";9982631
2004;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";3993300
2004;"União Europeia - UE";2475;"Madeira de espécies não coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, manchas ou outros agentes de conservação das madeiras tropicais";3405000
2004;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";2202691
2004;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";1464424
2004;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";1349646
2004;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";1342721
2004;"União Europeia - UE";0712;"Café torrado";988523
2004;"União Europeia - UE";2481;"Dormentes de madeira ou dormentes transversais";747323
2004;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";569272
2004;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";509963
2004;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";467125
2004;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";459059
2004;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";16648
2004;"União Europeia - UE";0175;"Carne e miudezas (exceto fígado) de bovinos, preparado ou preservado";240
2004;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";49
2003;"União Europeia - UE";2222;Soja;10134615813
2003;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";772096805
2003;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";462262284
2003;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";391075713
2003;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";128024755
2003;"União Europeia - UE";8215;"Outros móveis, de madeira";111074141
2003;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";102422679
2003;"União Europeia - UE";2462;"Serragem e resíduos de madeira e sucata, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes";100510300
2003;"União Europeia - UE";0112;"Carne bovina congelada";84147684
2003;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";65756167
2003;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";58656934
2003;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";56412938
2003;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";44834561
2003;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";32248460
2003;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";17779569
2003;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";14081733
2003;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";12403355
2003;"União Europeia - UE";2474;"Madeira de coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, corantes ou outros conservantes.";10495510
2003;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";9704335
2003;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";7510713
2003;"União Europeia - UE";6349;"Madeira, em forma simples";5330028
2003;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";4008605
2003;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";1668634
2003;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";1564409
2003;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";1047951
2003;"União Europeia - UE";2475;"Madeira de espécies não coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, manchas ou outros agentes de conservação das madeiras tropicais";1022400
2003;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";857143
2003;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";702924
2003;"União Europeia - UE";0712;"Café torrado";570154
2003;"União Europeia - UE";4222;"Óleo de palma e suas frações";511891
2003;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";500040
2003;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";320670
2003;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";288942
2003;"União Europeia - UE";2473;"Madeira em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, tratada com tinta, corantes ou outros agentes de conservação";212000
2003;"União Europeia - UE";2481;"Dormentes de madeira ou dormentes transversais";202642
2003;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";13628
2003;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";2790
2003;"União Europeia - UE";0175;"Carne e miudezas (exceto fígado) de bovinos, preparado ou preservado";1054
2002;"União Europeia - UE";2222;Soja;8649214058
2002;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";919794460
2002;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";395015307
2002;"União Europeia - UE";2474;"Madeira de coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, corantes ou outros conservantes.";333991728
2002;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";324577905
2002;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";138137023
2002;"União Europeia - UE";8215;"Outros móveis, de madeira";84405589
2002;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";80702777
2002;"União Europeia - UE";0112;"Carne bovina congelada";71716118
2002;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";69965890
2002;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";50147580
2002;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";39196548
2002;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";33696590
2002;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";16403471
2002;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";14486700
2002;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";11055758
2002;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";7560708
2002;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";6197398
2002;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";5536420
2002;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";5195928
2002;"União Europeia - UE";2475;"Madeira de espécies não coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, manchas ou outros agentes de conservação das madeiras tropicais";4004429
2002;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";2493334
2002;"União Europeia - UE";4222;"Óleo de palma e suas frações";2259262
2002;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";2099432
2002;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";1034875
2002;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";782958
2002;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";493984
2002;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";414268
2002;"União Europeia - UE";0712;"Café torrado";394917
2002;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";269793
2002;"União Europeia - UE";2473;"Madeira em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, tratada com tinta, corantes ou outros agentes de conservação";130000
2002;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";128079
2002;"União Europeia - UE";6349;"Madeira, em forma simples";62793
2002;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";3782
2001;"União Europeia - UE";2222;Soja;9341767324
2001;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";757728639
2001;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";370082392
2001;"União Europeia - UE";2474;"Madeira de coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, corantes ou outros conservantes.";335540667
2001;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";321169234
