Município,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,Product
Suzano,633,346,314,399,2519,2253,4018,3072,3778,2043,2331,869,1430,2205,1710,2855,897,947,1256,610,842,523,106,2487,1032,Rubber
São Bernardo do Campo,2165388,1357584,2152897,3124855,2969470,2217816,3241159,3102553,3864199,3465835,3595428,2840850,1098942,1600410,1274166,1376981,689731,574106,642717,716898,840516,348976,210849,188634,632769,Rubber
São Caetano do Sul,5889,2962,5507,4604,4333,179400,379172,500615,577293,1117070,2240299,2215255,1414417,1232796,1323475,757922,644668,569725,950553,1380727,260996,388413,321177,91225,6546,Rubber
São Carlos,1560836,24430,40817,66607,61161,14008,48746,49771,44330,40580,48731,37747,32418,42816,48580,31364,31821,26801,30676,32268,35131,35255,45613,59453,52002,Rubber
São Gabriel do Oeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
São Joaquim da Barra,1408,450,324,458,409,742,337,1816,829,537,442,311,100,517,13,276,0,0,0,0,0,0,0,0,0,Rubber
São Joaquim de Bicas,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,69,0,0,Rubber
São José da Lapa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rubber
São José de Ribamar,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
São José do Rio Pardo,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
São José do Rio Preto,8386,4396,1310,4800,3057,476,106,131,109,228,359,131,81,749,348,652,664,157,0,75,0,10,0,71,0,Rubber
São José dos Campos,32513,21393,17065,12829,23424,705883,498084,129089,445297,1810132,3069646,2999175,432912,90321,79879,63562,112433,76613,140487,30459,14983,54700,19736,44896,62479,Rubber
São João da Boa Vista,164,223,512,64,599,530,310,106,572,1073,1694,938,1643,577,0,87,0,5,6,0,0,0,5,376,1,Rubber
São Lourenço da Serra,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
São Luís,1451,51,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
São Paulo,9798251,7386729,6847514,8168562,8786762,8343645,5980849,6644018,7783982,8458432,9029173,10480187,7441149,15504971,17126959,17306522,19097204,15478712,12814382,10240326,17650386,10085941,6619144,6052309,21319424,Rubber
São Pedro,116,10775,244,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
São Roque,0,1011,10,13,2446,3209,4979,8,14123,8273,9655,15152,9792,17915,17392,17158,15811,2771,472,40,0,162,0,0,0,Rubber
São Sebastião,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
São Sebastião do Paraíso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,Rubber
São Vicente,0,0,0,0,0,0,0,0,4,9,0,619,1122,0,0,686,2509,1847,1008,1053,122,406,282,0,0,Rubber
Taboão da Serra,1240,1112,2422,9141,5399,5577,5203,5001,2453,2103,2727,3190,1971,1598,1366,1087,1199,1880,1287,1620,845,2539,287,330,660,Rubber
Tambaú,544,0,19,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Tapira,0,0,0,0,0,0,0,0,0,0,0,0,44800,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Tatuí,564,759,7,1,240,31189,69338,119345,83487,57657,128699,176309,133636,188138,309720,275016,232373,113888,28919,6573,377,0,0,0,0,Rubber
Taubaté,106702,118599,182534,217026,215697,175163,270486,305686,376378,413083,463258,495871,159387,80625,65337,686338,756522,486003,304932,426965,526792,282788,71244,4421,10818,Rubber
Teodoro Sampaio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,0,0,0,0,0,0,Rubber
Tietê,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,32,342,0,0,0,0,0,0,0,0,Rubber
Timóteo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,Rubber
Tremembé,2,0,0,0,0,0,0,0,0,0,6,0,0,30,10,0,0,0,0,0,0,0,0,0,0,Rubber
Três Corações,0,0,0,123,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Três Lagoas,0,14,42,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Três Pontas,1,0,0,0,0,0,0,0,0,4,0,0,0,59,0,0,0,0,0,0,0,2,8,0,0,Rubber
Uberaba,1366,282,156,64,140,129,71,340,412,99,1836,265,28,126,16,24,842,512,403,1696,64,26,1300,0,978,Rubber
Uberlândia,8582,5757,5936,7075,22674,6375,6918,2680,1793,20579,26280,3480,6104,836,660,5863,10900,7623,0,0,0,1,0,199,0,Rubber
Valinhos,2742,5569,2852,4727,6906,33401,3709,3054,10098,4324,25491,5778,10661,3497,3303,4060,27596,7183,18533,21613,2649,4477,842,1202,1383,Rubber
Vargem,0,0,0,0,0,0,0,0,0,0,0,28,0,6920,0,0,0,0,0,0,0,0,0,0,0,Rubber
Vargem Grande Paulista,78700,0,0,0,0,0,0,864,456,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,Rubber
Vargem Grande do Sul,0,0,0,15,2,13,0,7,4,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Varginha,638723,165182,58150,62577,41051,87898,67468,51778,95760,143347,17821,8001,14272,74775,51958,85636,118452,26124,15463,110610,378753,411344,284577,11028,34169,Rubber
Vespasiano,299,498,949,875,409,562,1188,1248,1334,1944,404,76,107,0,0,0,0,0,0,0,0,3,0,40,0,Rubber
Vinhedo,129844,78742,134382,112494,123685,122566,130537,128417,101232,167757,130759,153840,159074,309729,331415,573806,602175,543373,622695,493286,384707,48079,70002,60227,10600,Rubber
Vitória da Conquista,0,0,0,3780,7560,0,0,0,3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Volta Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,0,0,0,0,0,0,0,Rubber
Votorantim,1,85,176,2961,291,5283,6002,353,4023,0,14,8746,0,1,2,0,13,0,0,0,0,0,0,0,0,Rubber
Votuporanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,10,0,0,0,0,4,0,0,0,Rubber
Várzea Grande,0,15,1812,70,0,0,0,166,830,119,0,0,0,0,4102,0,360,7649,2192,0,0,0,0,0,7580,Rubber
Várzea Paulista,158,1886,40,569,1051,728,1091,731,1366,4438,7116,3537,7547,13258,12457,9881,12913,24313,18078,1665,23749,697,2176,14404,7710,Rubber
Água Clara,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Álvares Florence,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Álvares Machado,3,1,2,0,1,0,18,35,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Adamantina,619380,880020,0,0,0,7496,0,15765,2268,0,0,1597200,6417200,7099080,3921755,30985,662213,1224808,1763000,35900,17500,0,201600,84000,21600,Coffe
Albertina,31824271,37403645,34995929,28480952,25184250,27459700,24613420,26202980,14079000,0,0,0,0,11404800,10129200,0,0,0,0,0,2406000,9400800,11832600,9773880,7548290,Coffe
Alfenas,117345244,119028987,112589568,122092690,151419995,171005961,180363915,181602299,134262780,136680960,115092150,169800615,128744020,81213496,94110612,62782400,21088380,5140500,5375820,4252800,3802200,3798000,4017600,5350440,3057500,Coffe
Alta Floresta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530997,92354,0,0,0,0,Coffe
Alterosa,0,0,0,0,0,0,0,0,0,86400,129600,129600,64800,504000,604800,86400,0,0,0,0,0,0,0,0,0,Coffe
Altinópolis,0,0,52819,0,0,0,0,499200,595200,0,0,78840,33600,172800,230040,52800,958,0,0,0,0,0,0,0,0,Coffe
Alto Caparaó,194520,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Alto Jequitibá,0,0,0,1001585,8417679,22678755,7733169,3312930,1117170,4147290,1486230,453600,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Americana,0,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537600,0,Coffe
Amparo,620,712,1154,355,200,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,Coffe
Anajás,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249600,Coffe
Ananindeua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,146400,442620,Coffe
Andradas,1311122,204872,480000,1711700,2249600,3407729,3425575,3177580,2863200,2250800,2769000,1716600,2451813,2642482,2121800,2053800,1547400,1693200,1394760,894360,592800,628800,192000,55200,3974700,Coffe
Andradina,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,Coffe
Andrelândia,0,0,0,0,0,0,0,0,2970600,2392800,11192000,11085740,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Angelândia,0,0,0,0,24000,244725,18880,427200,844800,326400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Anápolis,1134,624,0,0,0,8000,500,0,80,250,1118,3371,2619,5648,0,50,5,0,17691,0,0,0,0,0,0,Coffe
Aparecida de Goiânia,28738,28010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Aparecida do Taboado,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,Coffe
Araguari,36945403,36878106,29500297,24062060,29008833,44625679,32863955,36868740,36069160,21657120,17425480,20828640,26198960,27520340,43082440,42353240,57844740,56284740,53769200,45582480,36118060,21187000,24710100,15368100,20964600,Coffe
Araponga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,6600,0,0,0,0,0,Coffe
Araraquara,0,0,0,0,0,0,0,0,0,0,0,19158,59156,71457,80087,19112,0,205906,97425,14124,11205,3150,604800,0,0,Coffe
Araras,7019504,38,136,719,5254756,14224338,1354338,14667707,25130552,23672089,27062634,26805756,21375287,23782353,21424227,16041019,22227764,21687625,14727418,14758937,14178880,9735710,5750530,4485363,11088030,Coffe
Araxá,500420,597820,602400,138000,522850,807633,1585230,387000,0,0,0,0,57600,76800,0,36000,10020,90000,93600,52320,0,0,230900,821700,176400,Coffe
Araçariguama,3541,0,0,0,0,0,0,0,0,0,0,0,0,11435,0,0,0,0,0,0,0,0,0,307200,11000,Coffe
Araçatuba,0,0,0,0,0,36,265,0,0,0,6144,0,18382,0,3154,0,0,0,0,1177200,0,0,0,0,0,Coffe
Areado,0,0,0,15,257400,721775,952800,798600,956640,773700,593760,1247010,1397620,597900,1278600,751860,1124580,572700,750600,907620,1251000,807600,370800,0,0,Coffe
Ariquemes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,0,1756800,2968200,288000,1130400,5479800,2209680,691200,Coffe
Artur Nogueira,0,60,283,0,0,178,375,685,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Arujá,0,0,0,0,0,0,0,0,0,0,0,0,312,1177,712,1348,1480,678,5352,1000,0,0,0,15000,112500,Coffe
Atibaia,133900,173760,183840,207300,188700,183900,131400,74700,89700,113100,74400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Avaré,0,6280,38,13280,0,1288,14764,11918,12398,10621,9952,10709,5747,10480,6068577,2364754,27408,13400,17592,5100,0,0,0,0,0,Coffe
Açailândia,0,1012000,1635200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Baependi,0,0,12000,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Bambuí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,0,0,0,0,0,Coffe
Barcarena,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Barreiras,0,0,0,0,0,0,0,0,0,230400,726000,414000,255600,638400,400800,1129200,248400,271200,100800,0,108000,0,0,0,0,Coffe
Barretos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11805,19990,35360,0,0,0,0,0,0,0,Coffe
Barueri,8207,74752,2485,8427,0,105,0,2000,0,0,183,1010140,108002,18964400,29359890,23752592,9520032,5106835,6250084,8759755,3863568,438954,53107,1297944,1000,Coffe
Batatais,0,138,992,19900,0,0,0,0,5955160,4574768,5727218,7169600,2005200,0,180600,0,192000,0,0,0,0,0,0,0,0,Coffe
Bauru,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38400,0,0,Coffe
Bebedouro,0,0,0,0,0,0,0,0,0,0,19200,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Belo Horizonte,315712,390449,269197,199200,211632,246339,368346,222661,273354,264375,188837,366746,401808,693027,1180394,4385454,1073319,116758,354076,528600,105000,31800,1772400,2508900,3328893,Coffe
Belém,5584,5536,1178,191,0,0,0,0,250,1250,614,2057,108,0,0,320,6171,3279,4445,3098,0,0,0,0,666000,Coffe
Berizal,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Betim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316020,0,0,Coffe
Birigui,0,20652,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Boa Esperança,1268939,999040,900400,413820,366550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Boa Vista,544297,2393402,37262,17350,9506,23100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,Coffe
Bofete,0,0,0,0,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,0,0,0,0,0,39550,Coffe
Bonfinópolis de Minas,18000,21000,19200,19200,19200,19200,60000,0,19200,0,19200,19200,0,22920,0,52800,0,26400,25800,52800,33600,50400,36000,83040,91800,Coffe
Bonito,0,73200,115200,0,76800,108000,288000,0,0,229200,852600,511200,832800,5488560,13015620,15976380,9334860,5369160,2498400,192000,558000,72000,126000,54000,0,Coffe
Borda da Mata,0,0,0,0,0,0,0,0,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Botelhos,7739,1383,1824,2551,186,0,532800,2031000,2850000,170400,0,0,20,0,0,0,0,0,0,0,0,662400,2193600,4448400,768000,Coffe
Botucatu,75758,3550,22,0,1742,1250,1547,1025,5500,6000,6000,10000,0,0,0,0,5500,0,0,0,0,0,0,1495200,0,Coffe
Bragança Paulista,56,21543,28014,30000,13073,3212,4488,6408,0,0,229800,168000,275400,156000,559800,1304665,146400,1339,18947,8000,5000,12800,6000,0,0,Coffe
Brasiléia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Brasília,15816,31923,22175,57525,0,0,200,250,0,0,0,0,0,0,0,0,0,40,0,0,0,45,0,36900,0,Coffe
Brasópolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133200,96000,0,Coffe
Brejões,0,0,0,0,0,0,0,0,0,0,0,0,19200,19200,1569420,1530450,1386960,1712400,1446600,1324200,2634000,1226400,55200,831600,1598400,Coffe
Breu Branco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,1783200,0,Coffe
Breves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,Coffe
Brotas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38400,403200,0,0,0,0,0,0,0,0,Coffe
Brumado,4354400,3211200,6433620,9987147,4759140,4941480,6067200,4660800,3094260,2834520,2221580,1570380,2352000,1642800,1370400,960000,706800,636000,271200,38400,0,0,0,0,0,Coffe
Buri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324000,0,Coffe
Buritizeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102000,0,0,0,0,0,Coffe
Cabreúva,0,0,0,0,0,0,0,18000,0,18000,18000,0,60000,0,26400,72117,72000,0,0,0,0,0,0,0,0,Coffe
Cacoal,39175,469325,38350,19318,0,731850,900225,1190400,0,0,26400,0,0,259920,210600,484200,2508900,501000,13688040,9520800,0,0,0,0,0,Coffe
Caconde,0,633,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Cafelândia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226400,903600,1048800,Coffe
Caieiras,0,0,0,0,0,0,0,0,0,129600,0,0,0,0,0,0,1043,0,0,0,0,0,0,0,0,Coffe
Cajamar,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,Coffe
Cajuru,510,0,355,320,1100,0,23840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Camaçari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852000,1590000,Coffe
Campanha,19200,38400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Campestre,1468033,192200,0,100,63,0,231532,45600,532180,1738800,653100,0,1612800,7590000,7593000,7790400,4444440,5037300,2637600,2496000,1782000,1005600,985200,380400,67392,Coffe
Campinas,40153,435,2726,15693,1298,16170,1425,7713,21209,21831,27868,2004,1055,68805,10743,13211,24565,3012,38239,92516,542473,793860,843600,81616,474000,Coffe
Campo Alegre de Goiás,0,0,0,0,0,0,0,0,0,0,0,0,38400,0,108000,0,0,0,0,0,0,0,0,0,0,Coffe
Campo Belo,139440,190800,101984,96320,3960,0,557,1337,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Campo Grande,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Campos Altos,542400,1446240,1552765,1120800,952800,271200,0,7740,3600,0,52800,5820,19200,31860,19380,19260,0,13080,19200,0,0,0,0,0,0,Coffe
Campos Gerais,38400,57600,84000,38400,38400,38375,19200,19200,79200,797400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Canarana,0,26400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Candeias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681260,233100,0,Coffe
Canto do Buriti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555600,Coffe
Capelinha,30,0,43920,96000,0,0,0,0,169800,153600,88800,57600,615780,672000,748200,940200,609600,571200,644400,319200,529200,264000,37200,0,0,Coffe
Capim Branco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15060,3405,0,0,Coffe
Capitão Enéas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488400,153600,0,Coffe
Carangola,92,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Caratinga,33656542,28974379,25726548,7445339,2237000,240,19200,880,43230,750728,2786040,2122380,2110500,12000,2118480,28711540,23928840,18927300,0,1260,0,0,0,0,0,Coffe
Caraí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,2741,5828,2996,8637,9412,9466,7995,8060,7312,Coffe
Carbonita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24079,13877,0,0,0,0,0,0,0,Coffe
Carmo da Cachoeira,6000,13440,2100,26075,4481,38027,11062,11751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Carmo de Minas,4840410,5225442,9351219,9243065,8743172,7591812,6115010,4902630,3273098,2204270,1038990,549720,19200,57600,70620,47220,10980,36480,19200,0,0,0,0,0,0,Coffe
Carmo do Paranaíba,23781380,22884185,21765530,21417940,15996685,14548970,16813200,10044680,10468220,11815097,16726860,18087630,15958360,12002440,9330640,13164520,14541820,13921360,11559540,8370600,9430140,6000000,7466400,4909200,3562800,Coffe
Carmo do Rio Claro,0,259200,5143442,1129326,596844,864000,1460603,3948587,1171200,196800,307200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Cascalho Rico,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Catalão,0,0,0,0,0,0,0,0,0,0,0,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Catanduva,10646403,10636795,9639788,8708947,8377100,8234397,9534153,9236057,8852034,8738006,8787679,8753682,6185026,7954613,8672330,8125647,7427357,6825326,6216623,5102722,6996900,6843770,7261550,6688410,8251117,Coffe
Catuji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57600,38400,37200,0,0,0,0,0,0,Coffe
Caçapava,0,0,0,0,0,0,0,396,0,0,1202,0,7547,24132,8919,10430,0,5387,471,67629,0,0,0,0,0,Coffe
Cerqueira César,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Charqueada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Coimbra,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Conceição das Alagoas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096800,0,0,Coffe
Conceição das Pedras,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Confins,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Contagem,264279,176193,261493,232699,243234,221613,236048,210001,210825,446706,3132990,3843403,1743902,1647755,1528483,1479837,1205353,994172,1804051,2151123,728077,16154,2321,0,0,Coffe
Coqueiral,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Cordeirópolis,19218451,24227366,23796220,19551144,16568706,4479440,3914561,617720,0,0,0,264827,1915639,1552843,1023267,2385327,2689037,438455,0,0,0,0,0,0,0,Coffe
Coromandel,8189692,5713245,3041529,1182415,2776175,2369168,2008454,2405228,2493619,1547586,2622329,1540990,1514097,1545983,715234,1807299,1594232,1882967,437400,490800,115200,0,0,0,0,Coffe
Corumbá,0,0,3500,1029,15920,19831,83066,71610,54597,50998,224914,239798,96093,837,0,0,114568,0,2640,6000,3156,82997,102687,83730,121300,Coffe
Cosmópolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134400,234000,0,0,Coffe
Cotia,60100,45748,75554,25025,32022,39861,215,73,791,838,2810509,2461830,180799,2066725,205977,785,443,30,0,0,0,0,0,0,0,Coffe
Cravinhos,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Cristais Paulista,76725,57600,43200,43200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Cristalina,0,0,0,0,0,90360,0,0,0,0,57600,57600,244800,320400,907800,145800,211200,96000,19200,0,0,0,0,0,0,Coffe
Cristina,0,0,0,604,2835,1443,6489,2847,1120,0,20,0,0,0,0,0,0,0,7320,0,0,0,0,0,0,Coffe
Cruz das Almas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709200,0,Coffe
Cruzeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827235,215494,0,13500,73692,464934,565260,709100,2015856,Coffe
Cubatão,6027062,12833829,5958501,6211646,7389372,11120136,17195243,8686613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64800,0,0,Coffe
Cáceres,0,0,0,0,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Cássia dos Coqueiros,618,0,0,0,14400,0,16359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Diadema,0,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,Coffe
Divino,379200,489636,492000,0,0,0,0,926400,19200,0,0,0,0,0,0,0,0,0,96000,0,0,0,0,0,0,Coffe
Divinolândia,0,0,76700,19175,0,0,0,12000,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Dourados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64800,Coffe
Elói Mendes,498826,514620,2125160,1426750,58401,30,0,192000,13144320,12393660,1430640,21853940,16817100,27348240,32963720,44513200,35294880,47845107,33143700,21186520,289126,451080,735600,2642100,4410300,Coffe
Encruzilhada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115200,76800,0,0,0,0,0,0,0,0,0,Coffe
Ervália,0,495200,986400,132000,0,0,0,0,0,211200,0,0,0,0,0,0,38400,38400,0,0,0,0,0,0,0,Coffe
Esmeraldas,0,0,0,0,0,0,0,0,0,585600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Espera Feliz,29392180,36636980,25835400,8685700,14055000,29777400,47958100,20421500,17231320,8544800,2662200,79200,0,0,0,0,0,0,0,38400,4706400,0,0,0,0,Coffe
Espírito Santo do Pinhal,24924756,18866633,16839375,12340740,8888405,16516321,14515770,11765574,24360390,22165595,29724800,38020132,32791978,31765492,50490240,73644432,92150711,82942680,88857094,103194996,99283834,114385502,167029683,130502674,94471220,Coffe
Eunápolis,2533600,812400,511200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Fernandópolis,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Ferraz de Vasconcelos,0,0,0,0,14,0,0,0,7,0,18,11,8,38,0,0,0,7,0,0,0,0,0,230400,0,Coffe
Formiga,15843,5791,0,401,0,15135,10375,0,150,0,0,0,9250,0,0,300,0,0,660,500,0,0,0,0,0,Coffe
Formosa do Rio Preto,0,0,0,0,0,1015200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Franca,23153072,26995068,18480917,1196552,1263516,1268731,2901953,6052520,4117320,12091180,18055440,12800500,8220180,10262500,5887661,9346060,15979440,12960300,9073160,11469900,7632180,9990060,10423280,7138200,4857600,Coffe
Francisco Dumont,394500,290109,332340,141780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffe
Garça,18298360,31210955,21934800,11641461,38410,304100,735800,871200,1111200,577200,1081080,1121620,790800,693600,1327200,722400,0,0,0,1296000,1200000,0,0,0,0,Coffe
Goiânia,50445,89000,0,10320,250,11,0,694,0,0,0,0,0,0,21600,0,121,38750,441,0,0,882,6316,6570,3701,Coffe
